image_name,time_for_1_latent,time_for_2_latent,time_for_3_latent,time_for_4_latent,time_for_5_latent,time_for_6_latent,time_for_7_latent,time_for_8_latent,time_for_9_latent,time_for_10_latent,time_for_11_latent,time_for_12_latent
43074,0.0580449104309082,0.05794572830200195,0.05801725387573242,0.05791139602661133,0.0577702522277832,0.057373762130737305,0.057532310485839844,0.05748772621154785,0.05727744102478027,0.05726313591003418,0.057367563247680664,0.05713939666748047
97033,0.057163238525390625,0.05727267265319824,0.05720806121826172,0.0571291446685791,0.0570683479309082,0.05689692497253418,0.05679917335510254,0.05675101280212402,0.05669569969177246,0.056641578674316406,0.0565791130065918,0.05641484260559082
42049,0.05735135078430176,0.05713653564453125,0.057214975357055664,0.05692911148071289,0.0569005012512207,0.056717634201049805,0.056764841079711914,0.056633710861206055,0.056498050689697266,0.05649518966674805,0.05651426315307617,0.05649518966674805
42012,0.05808877944946289,0.05793118476867676,0.05793952941894531,0.05777549743652344,0.05783414840698242,0.05778789520263672,0.05780673027038574,0.05755186080932617,0.057627201080322266,0.057756662368774414,0.057442426681518555,0.05752849578857422
24077,0.05765676498413086,0.057680606842041016,0.0575566291809082,0.05746650695800781,0.0576019287109375,0.05714917182922363,0.05705690383911133,0.05703616142272949,0.05688190460205078,0.05691266059875488,0.056852102279663086,0.05673551559448242
253055,0.05707693099975586,0.057076454162597656,0.05703473091125488,0.05703163146972656,0.05695319175720215,0.05682110786437988,0.0566861629486084,0.05661797523498535,0.05664324760437012,0.05642867088317871,0.05644345283508301,0.05640721321105957
69040,0.057112693786621094,0.05701947212219238,0.05692124366760254,0.05677342414855957,0.056752920150756836,0.056717872619628906,0.056519508361816406,0.056534767150878906,0.05656790733337402,0.05628848075866699,0.0567319393157959,0.056168317794799805
304034,0.05731201171875,0.057230234146118164,0.05759429931640625,0.05720257759094238,0.05691409111022949,0.057180166244506836,0.05689549446105957,0.05683398246765137,0.056937217712402344,0.05678129196166992,0.05670905113220215,0.05644989013671875
143090,0.05727958679199219,0.057732343673706055,0.05742979049682617,0.05733060836791992,0.057218313217163086,0.057099342346191406,0.057023048400878906,0.056952714920043945,0.05753016471862793,0.05688071250915527,0.05684947967529297,0.05668759346008301
8023,0.057230472564697266,0.05745577812194824,0.05719447135925293,0.05704331398010254,0.05695533752441406,0.05685615539550781,0.056775808334350586,0.05672597885131836,0.05665707588195801,0.056511640548706055,0.056670188903808594,0.05653953552246094
385039,0.05695676803588867,0.05743861198425293,0.056958675384521484,0.056845903396606445,0.056668758392333984,0.05668926239013672,0.05669760704040527,0.056653738021850586,0.0566253662109375,0.05643439292907715,0.05633687973022461,0.0564579963684082
175032,0.05782675743103027,0.05772900581359863,0.05774950981140137,0.05766153335571289,0.057349443435668945,0.05743837356567383,0.057482242584228516,0.05700397491455078,0.05691862106323242,0.057059288024902344,0.05954098701477051,0.0569157600402832
182053,0.0577542781829834,0.057947635650634766,0.057524681091308594,0.0575404167175293,0.05746102333068848,0.057264089584350586,0.05720949172973633,0.057253122329711914,0.057631492614746094,0.05719900131225586,0.05698132514953613,0.05683565139770508
119082,0.05714821815490723,0.05727958679199219,0.057129621505737305,0.05724787712097168,0.057054996490478516,0.056818246841430664,0.05713391304016113,0.05673670768737793,0.05658411979675293,0.05657339096069336,0.056461334228515625,0.056363821029663086
69020,0.057260751724243164,0.0574953556060791,0.05744814872741699,0.05725407600402832,0.05744123458862305,0.05736804008483887,0.05705380439758301,0.056971073150634766,0.056769609451293945,0.05715227127075195,0.05696749687194824,0.05679917335510254
108005,0.05787253379821777,0.05788874626159668,0.05778837203979492,0.05791282653808594,0.05779910087585449,0.05762767791748047,0.05745530128479004,0.057265281677246094,0.0572812557220459,0.05712723731994629,0.05712532997131348,0.05713057518005371
145086,0.05743837356567383,0.057453155517578125,0.057486534118652344,0.057215213775634766,0.05710625648498535,0.05702996253967285,0.0570068359375,0.05686831474304199,0.05685234069824219,0.05686235427856445,0.05687427520751953,0.05666327476501465
86000,0.057115793228149414,0.05728483200073242,0.0572056770324707,0.05726051330566406,0.057106971740722656,0.057012081146240234,0.056804656982421875,0.05669212341308594,0.0566403865814209,0.05667233467102051,0.056519508361816406,0.056488037109375
253027,0.0576329231262207,0.05774807929992676,0.0577239990234375,0.05762481689453125,0.0574338436126709,0.057457685470581055,0.05737137794494629,0.05720210075378418,0.05722498893737793,0.05705761909484863,0.05702781677246094,0.05683326721191406
220075,0.05722522735595703,0.05721235275268555,0.05711841583251953,0.057077646255493164,0.0570836067199707,0.05694389343261719,0.05684089660644531,0.05674338340759277,0.05675029754638672,0.05656147003173828,0.05644083023071289,0.05651235580444336
296059,0.05714273452758789,0.057564496994018555,0.057352304458618164,0.057079315185546875,0.05698108673095703,0.05699610710144043,0.05695319175720215,0.056871891021728516,0.056853294372558594,0.05682182312011719,0.05695509910583496,0.05690908432006836
156065,0.057088375091552734,0.05720400810241699,0.05721449851989746,0.056971073150634766,0.0571131706237793,0.05685710906982422,0.05675387382507324,0.05676531791687012,0.05679678916931152,0.056647300720214844,0.05661416053771973,0.0565640926361084
196073,0.05797910690307617,0.0581052303314209,0.057797908782958984,0.05756831169128418,0.0575261116027832,0.05750703811645508,0.05734395980834961,0.05718040466308594,0.05722975730895996,0.05711483955383301,0.05715751647949219,0.05697011947631836
